"vote";"staendeja";"canton";"suffrage";"Abgegebene.Stimmen";"Stimmbeteiligung";"valid";"Ja.Stimmen";"Nein.Stimmen";"Ja";"result";"resultnum";"halb";"ling";"nr";"datum"
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Luzern";273315;112994;0.413;111380;34492;76888;0.31;"Nein";0;1;"d";3;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Luzern";273315;112647;0.412;110019;76009;34010;0.691;"Ja";1;1;"d";3;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Neuchâtel";111910;48716;0.435;47939;25889;22050;0.54;"Ja";1;1;"l";24;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Neuchâtel";111910;48288;0.431;47111;20753;26358;0.441;"Nein";0;1;"l";24;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Neuchâtel";111910;48452;0.433;46970;31057;15913;0.661;"Ja";1;1;"l";24;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Nidwalden";30977;13342;0.431;13082;3530;9552;0.27;"Nein";0;0.5;"d";7;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Nidwalden";30977;13383;0.432;13072;2986;10086;0.228;"Nein";0;0.5;"d";7;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Nidwalden";30977;13358;0.431;12884;9036;3848;0.701;"Ja";0.5;0.5;"d";7;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Obwalden";26360;11736;0.445;11521;2866;8655;0.249;"Nein";0;0.5;"d";6;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Obwalden";26360;11699;0.444;11432;2623;8809;0.229;"Nein";0;0.5;"d";6;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Obwalden";26360;11674;0.443;11273;7747;3526;0.687;"Ja";0.5;0.5;"d";6;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Schaffhausen";51349;31766;0.619;29574;12186;17388;0.412;"Nein";0;1;"d";14;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Schaffhausen";51349;31678;0.617;29026;10557;18469;0.364;"Nein";0;1;"d";14;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Schaffhausen";51349;31660;0.617;28396;17172;11224;0.605;"Ja";1;1;"d";14;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Schweiz";5329183;2298492;0.431;2269407;921375;1348032;0.406;"Nein";0;1;"l";27;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Schweiz";5329183;2291470;0.43;2250043;819770;1430273;0.364;"Nein";0;1;"l";27;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Schweiz";5329183;2288549;0.429;2227133;1459068;768065;0.655;"Ja";1;1;"l";27;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Schwyz";103090;48458;0.47;48248;13586;34662;0.282;"Nein";0;1;"d";5;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Schwyz";103090;48285;0.468;47959;10325;37634;0.215;"Nein";0;1;"d";5;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Schwyz";103090;48186;0.467;47540;30356;17184;0.639;"Ja";1;1;"d";5;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Solothurn";178641;72121;0.404;71702;29287;42415;0.408;"Nein";0;1;"d";11;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Solothurn";178641;72049;0.403;71428;21895;49533;0.307;"Nein";0;1;"d";11;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Solothurn";178641;71911;0.403;70844;44888;25956;0.634;"Ja";1;1;"d";11;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"St. Gallen";319903;146227;0.457;145201;48156;97045;0.332;"Nein";0;1;"d";17;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"St. Gallen";319903;145091;0.454;143000;43262;99738;0.303;"Nein";0;1;"d";17;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"St. Gallen";319903;144420;0.451;140855;92724;48131;0.658;"Ja";1;1;"d";17;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Thurgau";169494;64846;0.383;63701;21412;42289;0.336;"Nein";0;1;"d";20;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Thurgau";169494;64647;0.381;63266;19146;44120;0.303;"Nein";0;1;"d";20;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Thurgau";169494;64590;0.381;62580;40296;22284;0.644;"Ja";1;1;"d";20;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Ticino";219560;100698;0.459;98770;52766;46004;0.534;"Ja";1;1;"l";21;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Ticino";219560;100676;0.459;97117;38893;58224;0.4;"Nein";0;1;"l";21;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Ticino";219560;100645;0.458;95529;63130;32399;0.661;"Ja";1;1;"l";21;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Uri";26549;9459;0.356;9369;2837;6532;0.303;"Nein";0;1;"d";4;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Uri";26549;9392;0.354;9234;2378;6856;0.258;"Nein";0;1;"d";4;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Uri";26549;9336;0.352;9062;5709;3353;0.63;"Ja";1;1;"d";4;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Valais / Wallis";218417;99343;0.455;97378;39918;57460;0.41;"Nein";0;1;"l";23;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Valais / Wallis";218417;99320;0.455;96518;28193;68325;0.292;"Nein";0;1;"l";23;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Valais / Wallis";218417;99305;0.455;96076;62292;33784;0.648;"Ja";1;1;"l";23;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Vaud";433408;198119;0.457;195155;98132;97023;0.503;"Ja";1;1;"l";22;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Vaud";433408;197870;0.457;193811;89782;104029;0.463;"Nein";0;1;"l";22;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Vaud";433408;197844;0.456;192953;143239;49714;0.742;"Ja";1;1;"l";22;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Zug";75452;37163;0.493;36949;10558;26391;0.286;"Nein";0;1;"d";9;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Zug";75452;36965;0.49;36674;10414;26260;0.284;"Nein";0;1;"d";9;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Zug";75452;36884;0.489;36270;25122;11148;0.693;"Ja";1;1;"d";9;2016-09-25
"25.09.2016 Initiative «AHVplus: für eine starke AHV»";5;"Zürich";917761;410690;0.447;407341;156192;251149;0.383;"Nein";0;1;"d";1;2016-09-25
"25.09.2016 Initiative «Grüne Wirtschaft»";1;"Zürich";917761;408579;0.445;403934;152146;251788;0.377;"Nein";0;1;"d";1;2016-09-25
"25.09.2016 Nachrichtendienstgesetz";23;"Zürich";917761;407960;0.445;399425;255551;143874;0.64;"Ja";1;1;"d";1;2016-09-25
"05.06.2016 Asylgesetz";23;"Aargau";416963;184833;0.443;182102;117364;64738;0.644;"Ja";1;1;"d";19;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Aargau";416963;184295;0.442;179774;104145;75629;0.579;"Ja";1;1;"d";19;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Aargau";416963;185657;0.445;184743;34730;150013;0.188;"Nein";0;1;"d";19;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Aargau";416963;184778;0.443;182531;59011;123520;0.323;"Nein";0;1;"d";19;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Aargau";416963;184841;0.443;182215;59377;122838;0.326;"Nein";0;1;"d";19;2016-06-05
"05.06.2016 Asylgesetz";23;"Appenzell Ausserrhoden";38651;18711;0.484;18501;11901;6600;0.643;"Ja";0.5;0.5;"d";15;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Appenzell Ausserrhoden";38651;18636;0.482;18282;9052;9230;0.495;"Nein";0;0.5;"d";15;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Appenzell Ausserrhoden";38651;18895;0.489;18810;3905;14905;0.208;"Nein";0;0.5;"d";15;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Appenzell Ausserrhoden";38651;18778;0.486;18601;5446;13155;0.293;"Nein";0;0.5;"d";15;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Appenzell Ausserrhoden";38651;18693;0.484;18478;6403;12075;0.347;"Nein";0;0.5;"d";15;2016-06-05
"05.06.2016 Asylgesetz";23;"Appenzell Innerrhoden";11683;4391;0.376;4274;2392;1882;0.56;"Ja";0.5;0.5;"d";16;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Appenzell Innerrhoden";11683;4406;0.377;4264;2118;2146;0.497;"Nein";0;0.5;"d";16;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Appenzell Innerrhoden";11683;4426;0.379;4348;548;3800;0.126;"Nein";0;0.5;"d";16;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Appenzell Innerrhoden";11683;4395;0.376;4286;1206;3080;0.281;"Nein";0;0.5;"d";16;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Appenzell Innerrhoden";11683;4419;0.378;4319;1185;3134;0.274;"Nein";0;0.5;"d";16;2016-06-05
"05.06.2016 Asylgesetz";23;"Basel-Landschaft";188237;84430;0.449;81944;56061;25883;0.684;"Ja";0.5;0.5;"d";13;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Basel-Landschaft";188237;84083;0.447;80615;48520;32095;0.602;"Ja";0.5;0.5;"d";13;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Basel-Landschaft";188237;84896;0.451;83183;19075;64108;0.229;"Nein";0;0.5;"d";13;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Basel-Landschaft";188237;84227;0.447;81971;25007;56964;0.305;"Nein";0;0.5;"d";13;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Basel-Landschaft";188237;84147;0.447;81616;27280;54336;0.334;"Nein";0;0.5;"d";13;2016-06-05
"05.06.2016 Asylgesetz";23;"Basel-Stadt";114236;58717;0.514;56967;42221;14746;0.741;"Ja";0.5;0.5;"d";12;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Basel-Stadt";114236;58717;0.514;55786;33734;22052;0.605;"Ja";0.5;0.5;"d";12;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Basel-Stadt";114236;58717;0.514;57882;20842;37040;0.36;"Nein";0;0.5;"d";12;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Basel-Stadt";114236;58717;0.514;56845;13804;43041;0.243;"Nein";0;0.5;"d";12;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Basel-Stadt";114236;58717;0.514;56652;19779;36873;0.349;"Nein";0;0.5;"d";12;2016-06-05
"05.06.2016 Asylgesetz";23;"Bern / Berne";731290;331634;0.453;324667;222595;102072;0.686;"Ja";1;1;"d";2;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Bern / Berne";731290;331646;0.454;318757;179806;138951;0.564;"Ja";1;1;"d";2;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Bern / Berne";731290;331582;0.453;328701;78116;250585;0.238;"Nein";0;1;"d";2;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Bern / Berne";731290;331579;0.453;325583;95993;229590;0.295;"Nein";0;1;"d";2;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Bern / Berne";731290;331585;0.453;324652;107733;216919;0.332;"Nein";0;1;"d";2;2016-06-05
"05.06.2016 Asylgesetz";23;"Fribourg / Freiburg";197116;85295;0.433;82940;57268;25672;0.69;"Ja";1;1;"l";10;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Fribourg / Freiburg";197116;85231;0.432;82176;55796;26380;0.679;"Ja";1;1;"l";10;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Fribourg / Freiburg";197116;85576;0.434;84584;20376;64208;0.241;"Nein";0;1;"l";10;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Fribourg / Freiburg";197116;85214;0.432;83031;24613;58418;0.296;"Nein";0;1;"l";10;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Fribourg / Freiburg";197116;85296;0.433;83048;29842;53206;0.359;"Nein";0;1;"l";10;2016-06-05
"05.06.2016 Asylgesetz";23;"Genève";253268;130673;0.516;119122;71313;47809;0.599;"Ja";1;1;"l";25;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Genève";253268;130673;0.516;123110;100351;22759;0.815;"Ja";1;1;"l";25;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Genève";253268;130673;0.516;127670;44286;83384;0.347;"Nein";0;1;"l";25;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Genève";253268;130673;0.516;123895;30261;93634;0.244;"Nein";0;1;"l";25;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Genève";253268;130673;0.516;124177;34044;90133;0.274;"Nein";0;1;"l";25;2016-06-05
"05.06.2016 Asylgesetz";23;"Glarus";26307;9703;0.369;9534;6047;3487;0.634;"Ja";1;1;"d";8;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Glarus";26307;9691;0.368;9407;5415;3992;0.576;"Ja";1;1;"d";8;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Glarus";26307;9742;0.37;9675;1757;7918;0.182;"Nein";0;1;"d";8;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Glarus";26307;9708;0.369;9562;3139;6423;0.328;"Nein";0;1;"d";8;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Glarus";26307;9707;0.369;9559;3411;6148;0.357;"Nein";0;1;"d";8;2016-06-05
"05.06.2016 Asylgesetz";23;"Graubünden / Grigioni / Grischun";137587;58470;0.425;57101;38042;19059;0.666;"Ja";1;1;"l";18;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Graubünden / Grigioni / Grischun";137587;58077;0.422;55903;30622;25281;0.548;"Ja";1;1;"l";18;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Graubünden / Grigioni / Grischun";137587;59051;0.429;58286;10404;47882;0.178;"Nein";0;1;"l";18;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Graubünden / Grigioni / Grischun";137587;58523;0.425;57314;14805;42509;0.258;"Nein";0;1;"l";18;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Graubünden / Grigioni / Grischun";137587;58479;0.425;57229;16398;40831;0.287;"Nein";0;1;"l";18;2016-06-05
"05.06.2016 Asylgesetz";23;"Jura";52339;20333;0.388;19683;13554;6129;0.689;"Ja";1;1;"l";26;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Jura";52339;20336;0.389;19474;13687;5787;0.703;"Ja";1;1;"l";26;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Jura";52339;20404;0.39;20178;6949;13229;0.344;"Nein";0;1;"l";26;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Jura";52339;20285;0.388;19666;5739;13927;0.292;"Nein";0;1;"l";26;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Jura";52339;20299;0.388;19629;8126;11503;0.414;"Nein";0;1;"l";26;2016-06-05
"05.06.2016 Asylgesetz";23;"Luzern";272852;126644;0.464;124094;83892;40202;0.676;"Ja";1;1;"d";3;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Luzern";272852;126140;0.462;121922;69861;52061;0.573;"Ja";1;1;"d";3;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Luzern";272852;127624;0.468;126152;22722;103430;0.18;"Nein";0;1;"d";3;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Luzern";272852;126797;0.465;124531;33542;90989;0.269;"Nein";0;1;"d";3;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Luzern";272852;126660;0.464;124154;36387;87767;0.293;"Nein";0;1;"d";3;2016-06-05
"05.06.2016 Asylgesetz";23;"Neuchâtel";111678;55894;0.5;54049;39473;14576;0.73;"Ja";1;1;"l";24;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Neuchâtel";111678;55870;0.5;53599;39813;13786;0.743;"Ja";1;1;"l";24;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Neuchâtel";111678;56157;0.503;55360;17274;38086;0.312;"Nein";0;1;"l";24;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Neuchâtel";111678;55804;0.5;53990;16084;37906;0.298;"Nein";0;1;"l";24;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Neuchâtel";111678;55929;0.501;54035;22227;31808;0.411;"Nein";0;1;"l";24;2016-06-05
"05.06.2016 Asylgesetz";23;"Nidwalden";30919;15361;0.497;14872;9073;5799;0.61;"Ja";0.5;0.5;"d";7;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Nidwalden";30919;15338;0.496;14641;8081;6560;0.552;"Ja";0.5;0.5;"d";7;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Nidwalden";30919;15433;0.499;15122;1990;13132;0.132;"Nein";0;0.5;"d";7;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Nidwalden";30919;15363;0.497;14941;4767;10174;0.319;"Nein";0;0.5;"d";7;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Nidwalden";30919;15363;0.497;14915;4366;10549;0.293;"Nein";0;0.5;"d";7;2016-06-05
"05.06.2016 Asylgesetz";23;"Obwalden";26277;12871;0.49;12491;7137;5354;0.571;"Ja";0.5;0.5;"d";6;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Obwalden";26277;12857;0.489;12303;6117;6186;0.497;"Nein";0;0.5;"d";6;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Obwalden";26277;12927;0.492;12691;1748;10943;0.138;"Nein";0;0.5;"d";6;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Obwalden";26277;12866;0.49;12514;4129;8385;0.33;"Nein";0;0.5;"d";6;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Obwalden";26277;12880;0.49;12465;3350;9115;0.269;"Nein";0;0.5;"d";6;2016-06-05
"05.06.2016 Asylgesetz";23;"Schaffhausen";51295;33436;0.652;30920;19649;11271;0.635;"Ja";1;1;"d";14;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Schaffhausen";51295;33402;0.651;30532;16187;14345;0.53;"Ja";1;1;"d";14;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Schaffhausen";51295;33572;0.654;32157;7890;24267;0.245;"Nein";0;1;"d";14;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Schaffhausen";51295;33504;0.653;31003;9910;21093;0.32;"Nein";0;1;"d";14;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Schaffhausen";51295;33426;0.652;30798;9960;20838;0.323;"Nein";0;1;"d";14;2016-06-05
"05.06.2016 Asylgesetz";23;"Schweiz";5313287;2486032;0.468;2420683;1616597;804086;0.668;"Ja";1;1;"l";27;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Schweiz";5313287;2480345;0.467;2387735;1490417;897318;0.624;"Ja";1;1;"l";27;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Schweiz";5313287;2494848;0.47;2466188;568660;1897528;0.231;"Nein";0;1;"l";27;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Schweiz";5313287;2485384;0.468;2429635;709974;1719661;0.292;"Nein";0;1;"l";27;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Schweiz";5313287;2485007;0.468;2422010;784303;1637707;0.324;"Nein";0;1;"l";27;2016-06-05
"05.06.2016 Asylgesetz";23;"Schwyz";102726;48899;0.476;48287;28112;20175;0.582;"Ja";1;1;"d";5;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Schwyz";102726;48730;0.474;47785;25676;22109;0.537;"Ja";1;1;"d";5;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Schwyz";102726;49233;0.479;49087;6814;42273;0.139;"Nein";0;1;"d";5;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Schwyz";102726;48843;0.475;48387;17885;30502;0.37;"Nein";0;1;"d";5;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Schwyz";102726;48962;0.477;48452;15442;33010;0.319;"Nein";0;1;"d";5;2016-06-05
"05.06.2016 Asylgesetz";23;"Solothurn";177994;79666;0.448;78662;51336;27326;0.653;"Ja";1;1;"d";11;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Solothurn";177994;79561;0.447;77612;43554;34058;0.561;"Ja";1;1;"d";11;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Solothurn";177994;79876;0.449;79476;16865;62611;0.212;"Nein";0;1;"d";11;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Solothurn";177994;79615;0.447;78756;25345;53411;0.322;"Nein";0;1;"d";11;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Solothurn";177994;79662;0.448;78610;27820;50790;0.354;"Nein";0;1;"d";11;2016-06-05
"05.06.2016 Asylgesetz";23;"St. Gallen";318925;140530;0.441;138720;89504;49216;0.645;"Ja";1;1;"d";17;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"St. Gallen";318925;140116;0.439;137070;74718;62352;0.545;"Ja";1;1;"d";17;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"St. Gallen";318925;141453;0.444;140895;26175;114720;0.186;"Nein";0;1;"d";17;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"St. Gallen";318925;140679;0.441;138981;44186;94795;0.318;"Nein";0;1;"d";17;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"St. Gallen";318925;140613;0.441;138811;48214;90597;0.347;"Nein";0;1;"d";17;2016-06-05
"05.06.2016 Asylgesetz";23;"Thurgau";168872;72493;0.429;70314;43828;26486;0.623;"Ja";1;1;"d";20;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Thurgau";168872;72477;0.429;69780;37170;32610;0.533;"Ja";1;1;"d";20;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Thurgau";168872;72921;0.432;71603;13716;57887;0.192;"Nein";0;1;"d";20;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Thurgau";168872;72465;0.429;70499;23248;47251;0.33;"Nein";0;1;"d";20;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Thurgau";168872;72543;0.43;70460;25295;45165;0.359;"Nein";0;1;"d";20;2016-06-05
"05.06.2016 Asylgesetz";23;"Ticino";219306;106461;0.485;102701;57256;45445;0.558;"Ja";1;1;"l";21;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Ticino";219306;106434;0.485;99611;57624;41987;0.578;"Ja";1;1;"l";21;2016-06-05
"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»";0;"Ticino";219306;106482;0.486;104049;22827;81222;0.219;"Nein";0;1;"l";21;2016-06-05
"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»";0;"Ticino";219306;106342;0.485;101917;34615;67302;0.34;"Nein";0;1;"l";21;2016-06-05
"05.06.2016 Initiative «Pro Service public»";0;"Ticino";219306;106432;0.485;102364;38499;63865;0.376;"Nein";0;1;"l";21;2016-06-05
"05.06.2016 Asylgesetz";23;"Uri";26462;9747;0.368;9520;5837;3683;0.613;"Ja";1;1;"d";4;2016-06-05
"05.06.2016 Fortpflanzungsmedizingesetz";21.5;"Uri";26462;9741;0.368;9421;4780;4641;0.507;"Ja";1;1;"d";4;2016-06-05
