"vote";"staendeja";"canton";"suffrage";"Abgegebene.Stimmen";"Stimmbeteiligung";"valid";"Ja.Stimmen";"Nein.Stimmen";"Ja";"result";"resultnum";"halb";"ling";"nr";"datum"
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Schwyz";16430;6831;0.416;6708;1812;4896;0.27;"Nein";0;1;"d";5;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Solothurn";37335;11394;0.305;11070;9467;1603;0.855;"Ja";1;1;"d";11;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"St. Gallen";70422;51042;0.725;47136;24049;23087;0.51;"Ja";1;1;"d";17;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Thurgau";34787;25682;0.738;23259;17933;5326;0.771;"Ja";1;1;"d";20;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Ticino";37037;9537;0.257;9378;5256;4122;0.56;"Ja";1;1;"l";21;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Uri";5909;3154;0.534;3090;1940;1150;0.628;"Ja";1;1;"d";4;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Valais / Wallis";34858;7382;0.212;7329;5137;2192;0.701;"Ja";1;1;"l";23;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Vaud";86143;71036;0.825;67814;39691;28123;0.585;"Ja";1;1;"l";22;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Zug";8530;1622;0.19;1612;1198;414;0.743;"Ja";1;1;"d";9;1928-05-20
"20.05.1928 Massnahmen gegen die Überfremdung";19.5;"Zürich";165510;94322;0.57;86707;73500;13207;0.848;"Ja";1;1;"d";1;1928-05-20
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Aargau";64030;53589;0.837;50370;15147;35223;0.301;"Nein";0;1;"d";19;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Aargau";64030;53388;0.834;48541;20116;28425;0.414;"Nein";0;1;"d";19;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Appenzell Ausserrhoden";13345;9549;0.716;9050;3418;5632;0.378;"Nein";0;0.5;"d";15;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Appenzell Ausserrhoden";13345;9445;0.708;8781;5003;3778;0.57;"Ja";0.5;0.5;"d";15;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Appenzell Innerrhoden";3424;2057;0.601;1996;1132;864;0.567;"Ja";0.5;0.5;"d";16;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Appenzell Innerrhoden";3424;2084;0.609;2003;1066;937;0.532;"Ja";0.5;0.5;"d";16;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Basel-Landschaft";23503;10414;0.443;10212;2794;7418;0.274;"Nein";0;0.5;"d";13;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Basel-Landschaft";23503;9918;0.422;9416;5203;4213;0.553;"Ja";0.5;0.5;"d";13;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Basel-Stadt";37823;21922;0.58;21311;7039;14272;0.33;"Nein";0;0.5;"d";12;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Basel-Stadt";37823;21709;0.574;20834;16811;4023;0.807;"Ja";0.5;0.5;"d";12;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Bern / Berne";186145;75962;0.408;75145;21322;53823;0.284;"Nein";0;1;"d";2;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Bern / Berne";186145;72008;0.387;67298;35965;31333;0.534;"Ja";1;1;"d";2;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Fribourg / Freiburg";36179;12455;0.344;12318;6224;6094;0.505;"Ja";1;1;"l";10;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Fribourg / Freiburg";36179;12345;0.341;12135;6473;5662;0.533;"Ja";1;1;"l";10;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Genève";39641;21765;0.549;17289;6547;10742;0.379;"Nein";0;1;"l";25;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Genève";39641;21764;0.549;18622;17013;1609;0.914;"Ja";1;1;"l";25;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Glarus";9393;5896;0.628;5765;3091;2674;0.536;"Ja";1;1;"d";8;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Glarus";9393;5896;0.628;5661;4023;1638;0.711;"Ja";1;1;"d";8;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Graubünden / Grigioni / Grischun";30181;17829;0.591;16928;9005;7923;0.532;"Ja";1;1;"l";18;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Graubünden / Grigioni / Grischun";30181;17977;0.596;17019;13135;3884;0.772;"Ja";1;1;"l";18;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Jura";40364;NA;NA;NA;NA;NA;NA;NA;NA;1;"l";26;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Jura";40364;NA;NA;NA;NA;NA;NA;NA;NA;1;"l";26;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Luzern";49426;20502;0.415;20057;6865;13192;0.342;"Nein";0;1;"d";3;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Luzern";49426;18454;0.373;17589;10255;7334;0.583;"Ja";1;1;"d";3;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Neuchâtel";34529;23063;0.668;21934;9615;12319;0.438;"Nein";0;1;"l";24;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Neuchâtel";34529;22334;0.647;20865;13224;7641;0.634;"Ja";1;1;"l";24;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Nidwalden";3692;1395;0.378;1389;364;1025;0.262;"Nein";0;0.5;"d";7;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Nidwalden";3692;1379;0.374;1370;819;551;0.598;"Ja";0.5;0.5;"d";7;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Obwalden";4777;1866;0.391;1832;505;1327;0.276;"Nein";0;0.5;"d";6;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Obwalden";4777;1861;0.39;1763;1090;673;0.618;"Ja";0.5;0.5;"d";6;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Schaffhausen";12821;10862;0.847;9797;3667;6130;0.374;"Nein";0;1;"d";14;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Schaffhausen";12821;10778;0.841;9117;5797;3320;0.636;"Ja";1;1;"d";14;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Schweiz";1038136;600601;0.579;573674;230287;343387;0.401;"Nein";0;1;"l";27;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Schweiz";1038136;574214;0.553;533511;334206;199305;0.626;"Ja";1;1;"l";27;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Schwyz";17376;7580;0.436;7510;1881;5629;0.25;"Nein";0;1;"d";5;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Schwyz";17376;6245;0.359;6095;3768;2327;0.618;"Ja";1;1;"d";5;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Solothurn";37149;19604;0.528;19079;6761;12318;0.354;"Nein";0;1;"d";11;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Solothurn";37149;12785;0.344;12207;6805;5402;0.557;"Ja";1;1;"d";11;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"St. Gallen";70123;53090;0.757;50105;17776;32329;0.355;"Nein";0;1;"d";17;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"St. Gallen";70123;46226;0.659;41973;22673;19300;0.54;"Ja";1;1;"d";17;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Thurgau";34575;26434;0.765;24797;12802;11995;0.516;"Ja";1;1;"d";20;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Thurgau";34575;26368;0.763;23937;13404;10533;0.56;"Ja";1;1;"d";20;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Ticino";36541;12941;0.354;12750;10575;2175;0.829;"Ja";1;1;"l";21;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Ticino";36541;13140;0.36;13029;12670;359;0.972;"Ja";1;1;"l";21;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Uri";5730;3441;0.601;3399;576;2823;0.169;"Nein";0;1;"d";4;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Uri";5730;3413;0.596;3391;3031;360;0.894;"Ja";1;1;"d";4;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Valais / Wallis";34921;11651;0.334;11582;8629;2953;0.745;"Ja";1;1;"l";23;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Valais / Wallis";34921;11661;0.334;11588;10540;1048;0.91;"Ja";1;1;"l";23;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Vaud";85764;73034;0.852;70885;38521;32364;0.543;"Ja";1;1;"l";22;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Vaud";85764;72479;0.845;68594;42528;26066;0.62;"Ja";1;1;"l";22;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Zug";8323;3131;0.376;3076;924;2152;0.3;"Nein";0;1;"d";9;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Zug";8323;3123;0.375;3033;1583;1450;0.522;"Ja";1;1;"d";9;1927-05-15
"15.05.1927 Automobil- und Fahrradverkehr";7.5;"Zürich";158725;100569;0.634;95098;35107;59991;0.369;"Nein";0;1;"d";1;1927-05-15
"15.05.1927 Entschädigung an Kantone für Alpenstrassen";21;"Zürich";158725;97434;0.614;88650;61211;27439;0.69;"Ja";1;1;"d";1;1927-05-15
"05.12.1926 Getreideversorgung";8;"Aargau";63765;57358;0.9;55732;29596;26136;0.531;"Ja";1;1;"d";19;1926-12-05
"05.12.1926 Getreideversorgung";8;"Appenzell Ausserrhoden";13465;11408;0.847;11201;1606;9595;0.143;"Nein";0;0.5;"d";15;1926-12-05
"05.12.1926 Getreideversorgung";8;"Appenzell Innerrhoden";3330;2608;0.783;2572;234;2338;0.091;"Nein";0;0.5;"d";16;1926-12-05
"05.12.1926 Getreideversorgung";8;"Basel-Landschaft";23497;16715;0.711;16472;7464;9008;0.453;"Nein";0;0.5;"d";13;1926-12-05
"05.12.1926 Getreideversorgung";8;"Basel-Stadt";37524;20255;0.54;20104;8895;11209;0.442;"Nein";0;0.5;"d";12;1926-12-05
"05.12.1926 Getreideversorgung";8;"Bern / Berne";186200;119535;0.642;118531;69302;49229;0.585;"Ja";1;1;"d";2;1926-12-05
"05.12.1926 Getreideversorgung";8;"Fribourg / Freiburg";36503;27974;0.766;27733;12932;14801;0.466;"Nein";0;1;"l";10;1926-12-05
"05.12.1926 Getreideversorgung";8;"Genève";39603;24338;0.615;23510;11162;12348;0.475;"Nein";0;1;"l";25;1926-12-05
"05.12.1926 Getreideversorgung";8;"Glarus";9268;7166;0.773;7104;3112;3992;0.438;"Nein";0;1;"d";8;1926-12-05
"05.12.1926 Getreideversorgung";8;"Graubünden / Grigioni / Grischun";30270;23313;0.77;22765;10380;12385;0.456;"Nein";0;1;"l";18;1926-12-05
"05.12.1926 Getreideversorgung";8;"Jura";40364;NA;NA;NA;NA;NA;NA;NA;NA;1;"l";26;1926-12-05
"05.12.1926 Getreideversorgung";8;"Luzern";48765;33420;0.685;33207;13657;19550;0.411;"Nein";0;1;"d";3;1926-12-05
"05.12.1926 Getreideversorgung";8;"Neuchâtel";34465;19489;0.565;19411;7291;12120;0.376;"Nein";0;1;"l";24;1926-12-05
"05.12.1926 Getreideversorgung";8;"Nidwalden";3641;2789;0.766;2782;451;2331;0.162;"Nein";0;0.5;"d";7;1926-12-05
"05.12.1926 Getreideversorgung";8;"Obwalden";4790;3651;0.762;3635;563;3072;0.155;"Nein";0;0.5;"d";6;1926-12-05
"05.12.1926 Getreideversorgung";8;"Schaffhausen";12726;11353;0.892;10726;6600;4126;0.615;"Ja";1;1;"d";14;1926-12-05
"05.12.1926 Getreideversorgung";8;"Schweiz";1034547;752234;0.727;738556;366507;372049;0.496;"Nein";0;1;"l";27;1926-12-05
"05.12.1926 Getreideversorgung";8;"Schwyz";16187;10889;0.673;10845;2115;8730;0.195;"Nein";0;1;"d";5;1926-12-05
"05.12.1926 Getreideversorgung";8;"Solothurn";36974;26349;0.713;25804;13869;11935;0.537;"Ja";1;1;"d";11;1926-12-05
"05.12.1926 Getreideversorgung";8;"St. Gallen";69103;59083;0.855;57586;14115;43471;0.245;"Nein";0;1;"d";17;1926-12-05
"05.12.1926 Getreideversorgung";8;"Thurgau";34705;29965;0.863;29203;14525;14678;0.497;"Nein";0;1;"d";20;1926-12-05
"05.12.1926 Getreideversorgung";8;"Ticino";37037;16724;0.452;16568;9840;6728;0.594;"Ja";1;1;"l";21;1926-12-05
"05.12.1926 Getreideversorgung";8;"Uri";5756;4114;0.715;4083;1217;2866;0.298;"Nein";0;1;"d";4;1926-12-05
"05.12.1926 Getreideversorgung";8;"Valais / Wallis";35065;23734;0.677;23481;16931;6550;0.721;"Ja";1;1;"l";23;1926-12-05
"05.12.1926 Getreideversorgung";8;"Vaud";86628;76054;0.878;74442;46806;27636;0.629;"Ja";1;1;"l";22;1926-12-05
"05.12.1926 Getreideversorgung";8;"Zug";8270;5908;0.714;5877;2186;3691;0.372;"Nein";0;1;"d";9;1926-12-05
"05.12.1926 Getreideversorgung";8;"Zürich";157010;118042;0.752;115182;61658;53524;0.535;"Ja";1;1;"d";1;1926-12-05
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Aargau";62612;53464;0.854;51114;32860;18254;0.643;"Ja";1;1;"d";19;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Appenzell Ausserrhoden";13480;9983;0.741;9594;5538;4056;0.577;"Ja";0.5;0.5;"d";15;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Appenzell Innerrhoden";3306;2376;0.719;2332;357;1975;0.153;"Nein";0;0.5;"d";16;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Basel-Landschaft";22666;10922;0.482;10783;7417;3366;0.688;"Ja";0.5;0.5;"d";13;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Basel-Stadt";36150;15340;0.424;15227;11512;3715;0.756;"Ja";0.5;0.5;"d";12;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Bern / Berne";184180;97195;0.528;96103;68403;27700;0.712;"Ja";1;1;"d";2;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Fribourg / Freiburg";35924;21905;0.61;21809;7525;14284;0.345;"Nein";0;1;"l";10;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Genève";38757;16428;0.424;15901;13025;2876;0.819;"Ja";1;1;"l";25;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Glarus";9130;6109;0.669;6041;3556;2485;0.589;"Ja";1;1;"d";8;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Graubünden / Grigioni / Grischun";29608;18416;0.622;17916;11209;6707;0.626;"Ja";1;1;"l";18;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Jura";40364;NA;NA;NA;NA;NA;NA;NA;NA;1;"l";26;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Luzern";48326;24120;0.499;23898;14822;9076;0.62;"Ja";1;1;"d";3;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Neuchâtel";34236;16792;0.49;16701;13784;2917;0.825;"Ja";1;1;"l";24;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Nidwalden";3594;1993;0.555;1975;920;1055;0.466;"Nein";0;0.5;"d";7;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Obwalden";4738;2388;0.504;2374;1090;1284;0.459;"Nein";0;0.5;"d";6;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Schaffhausen";12749;10987;0.862;10057;5260;4797;0.523;"Ja";1;1;"d";14;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Schweiz";1019522;643066;0.631;628471;410988;217483;0.654;"Ja";1;1;"l";27;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Schwyz";16034;10856;0.677;10675;5204;5471;0.487;"Nein";0;1;"d";5;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Solothurn";36502;20508;0.562;19672;14144;5528;0.719;"Ja";1;1;"d";11;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"St. Gallen";69897;56150;0.803;54090;35690;18400;0.66;"Ja";1;1;"d";17;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Thurgau";34293;27949;0.815;26962;16662;10300;0.618;"Ja";1;1;"d";20;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Ticino";36855;15705;0.426;15568;14434;1134;0.927;"Ja";1;1;"l";21;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Uri";5665;2777;0.49;2736;2060;676;0.753;"Ja";1;1;"d";4;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Valais / Wallis";34866;16952;0.486;16783;10424;6359;0.621;"Ja";1;1;"l";23;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Vaud";85194;72186;0.847;71066;35330;35736;0.497;"Nein";0;1;"l";22;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Zug";8189;4649;0.568;4613;2218;2395;0.481;"Nein";0;1;"d";9;1925-12-06
"06.12.1925 Bundesbeschluss betreffend die AHV";16.5;"Zürich";152571;106916;0.701;104481;77544;26937;0.742;"Ja";1;1;"d";1;1925-12-06
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Aargau";62413;54507;0.873;48370;33297;15073;0.688;"Ja";1;1;"d";19;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Appenzell Ausserrhoden";13504;9257;0.686;8006;5516;2490;0.689;"Ja";0.5;0.5;"d";15;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Appenzell Innerrhoden";3293;2136;0.649;1994;495;1499;0.248;"Nein";0;0.5;"d";16;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Basel-Landschaft";22546;14153;0.628;13305;8108;5197;0.609;"Ja";0.5;0.5;"d";13;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Basel-Stadt";36669;25509;0.696;23457;15088;8369;0.643;"Ja";0.5;0.5;"d";12;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Bern / Berne";184250;112616;0.611;105835;67707;38128;0.64;"Ja";1;1;"d";2;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Fribourg / Freiburg";35837;25562;0.713;25142;5396;19746;0.215;"Nein";0;1;"l";10;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Genève";38815;20393;0.525;13371;9006;4365;0.674;"Ja";1;1;"l";25;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Glarus";9136;5299;0.58;5061;3765;1296;0.744;"Ja";1;1;"d";8;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Graubünden / Grigioni / Grischun";29642;20111;0.678;19128;12737;6391;0.666;"Ja";1;1;"l";18;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Jura";40364;NA;NA;NA;NA;NA;NA;NA;NA;1;"l";26;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Luzern";48510;34470;0.711;16673;12093;4580;0.725;"Ja";1;1;"d";3;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Neuchâtel";34208;21124;0.618;19380;13263;6117;0.684;"Ja";1;1;"l";24;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Nidwalden";3603;1450;0.402;1422;922;500;0.648;"Ja";0.5;0.5;"d";7;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Obwalden";4665;1546;0.331;1485;993;492;0.669;"Ja";0.5;0.5;"d";6;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Schaffhausen";12450;10770;0.865;9092;5235;3857;0.576;"Ja";1;1;"d";14;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Schweiz";1017692;691544;0.68;614653;382381;232272;0.622;"Ja";1;1;"l";27;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Schwyz";16451;8651;0.526;7800;4355;3445;0.558;"Ja";1;1;"d";5;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Solothurn";36545;25077;0.686;22203;16451;5752;0.741;"Ja";1;1;"d";11;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"St. Gallen";69498;47463;0.683;42421;24995;17426;0.589;"Ja";1;1;"d";17;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Thurgau";34279;27344;0.798;24511;16012;8499;0.653;"Ja";1;1;"d";20;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Ticino";35062;14178;0.404;13133;5207;7926;0.396;"Nein";0;1;"l";21;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Uri";5682;2151;0.379;2092;1217;875;0.582;"Ja";1;1;"d";4;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Valais / Wallis";34896;20505;0.588;19955;7265;12690;0.364;"Nein";0;1;"l";23;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Vaud";85200;73744;0.866;69636;42695;26941;0.613;"Ja";1;1;"l";22;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Zug";8173;5627;0.688;4981;3305;1676;0.664;"Ja";1;1;"d";9;1925-10-25
"25.10.1925 Aufenthalt und Niederlassung Ausländer";18.5;"Zürich";152365;107901;0.708;96200;67258;28942;0.699;"Ja";1;1;"d";1;1925-10-25
"24.05.1925 Initiative für die AHV/IV";6;"Aargau";61989;54398;0.878;51729;22602;29127;0.437;"Nein";0;1;"d";19;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Appenzell Ausserrhoden";13753;10612;0.772;10165;3702;6463;0.364;"Nein";0;0.5;"d";15;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Appenzell Innerrhoden";3348;2321;0.693;2260;219;2041;0.097;"Nein";0;0.5;"d";16;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Basel-Landschaft";22247;13248;0.595;13090;8091;4999;0.618;"Ja";0.5;0.5;"d";13;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Basel-Stadt";35703;25341;0.71;25046;18835;6211;0.752;"Ja";0.5;0.5;"d";12;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Bern / Berne";182432;104284;0.572;103765;45158;58607;0.435;"Nein";0;1;"d";2;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Fribourg / Freiburg";35640;27085;0.76;26927;3077;23850;0.114;"Nein";0;1;"l";10;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Genève";38309;17884;0.467;17677;9898;7779;0.56;"Ja";1;1;"l";25;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Glarus";9222;6309;0.684;6208;2365;3843;0.381;"Nein";0;1;"d";8;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Graubünden / Grigioni / Grischun";29420;19366;0.658;18868;6148;12720;0.326;"Nein";0;1;"l";18;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Jura";40364;NA;NA;NA;NA;NA;NA;NA;NA;1;"l";26;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Luzern";47885;29940;0.625;29768;7571;22197;0.254;"Nein";0;1;"d";3;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Neuchâtel";33970;18040;0.531;17950;9191;8759;0.512;"Ja";1;1;"l";24;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Nidwalden";3583;2038;0.569;2033;282;1751;0.139;"Nein";0;0.5;"d";7;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Obwalden";4613;2543;0.551;2537;305;2232;0.12;"Nein";0;0.5;"d";6;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Schaffhausen";12676;10749;0.848;9965;4958;5007;0.498;"Nein";0;1;"d";14;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Schweiz";1008865;688402;0.682;672656;282527;390129;0.42;"Nein";0;1;"l";27;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Schwyz";16724;8657;0.518;8536;2150;6386;0.252;"Nein";0;1;"d";5;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Solothurn";36299;25966;0.715;25305;14408;10897;0.569;"Ja";1;1;"d";11;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"St. Gallen";68656;56105;0.817;54011;21038;32973;0.39;"Nein";0;1;"d";17;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Thurgau";33856;27445;0.811;26269;8264;18005;0.315;"Nein";0;1;"d";20;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Ticino";34187;15171;0.444;14980;8779;6201;0.586;"Ja";1;1;"l";21;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Uri";5699;3358;0.589;3334;1093;2241;0.328;"Nein";0;1;"d";4;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Valais / Wallis";34649;17680;0.51;17562;3379;14183;0.192;"Nein";0;1;"l";23;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Vaud";85078;74743;0.879;73348;21883;51465;0.298;"Nein";0;1;"l";22;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Zug";8147;5175;0.635;5141;1614;3527;0.314;"Nein";0;1;"d";9;1925-05-24
"24.05.1925 Initiative für die AHV/IV";6;"Zürich";150780;109944;0.729;106182;57517;48665;0.542;"Ja";1;1;"d";1;1925-05-24
"17.02.1924 Fabrikgesetz";8;"Aargau";61670;55396;0.898;54059;20225;33834;0.374;"Nein";0;1;"d";19;1924-02-17
"17.02.1924 Fabrikgesetz";8;"Appenzell Ausserrhoden";13811;11512;0.834;11189;6015;5174;0.538;"Ja";0.5;0.5;"d";15;1924-02-17
